"id","Time","Sample","Value"
"2018-10-30_PC3_WT-TG",1273.03,"""R21_R1""",0.74
"2018-10-30_PC3_WT-TG",1273.03,"""R22_R1""",0.91
"2018-10-30_PC3_WT-TG",1273.03,"""R23_R1""",0.97
"2018-10-30_PC3_WT-TG",1273.03,"""R24_R1""",1.09
"2018-10-30_PC3_WT-TG",1273.03,"""R25_R1""",1.01
"2018-10-30_PC3_WT-TG",1273.03,"""R26_R1""",0.97
"2018-10-30_PC3_WT-TG",1273.03,"""R27_R1""",0.84
"2018-10-30_PC3_WT-TG",1273.03,"""R28_R1""",0.65
"2018-10-30_PC3_WT-TG",1273.03,"""R29_R1""",0.58
"2018-10-30_PC3_WT-TG",1273.03,"""R30_R1""",2.21
"2018-10-30_PC3_WT-TG",1273.03,"""R31_R1""",1.81
"2018-10-30_PC3_WT-TG",1273.03,"""R32_R1""",1.33
"2018-10-30_PC3_WT-TG",1273.03,"""R33_R1""",1.91
"2018-10-30_PC3_WT-TG",1273.03,"""R34_R1""",0.83
"2018-10-30_PC3_WT-TG",1273.03,"""R35_R1""",0.82
"2018-10-30_PC3_WT-TG",1273.03,"""R36_R1""",0.95
"2018-10-30_PC3_WT-TG",1273.03,"""R37_R1""",1.03
"2018-10-30_PC3_WT-TG",1273.03,"""R38_R1""",0.84
"2018-10-30_PC3_WT-TG",1273.03,"""R39_R1""",0.75
"2018-10-30_PC3_WT-TG",1273.03,"""R40_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R41_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R42_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R43_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R44_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R45_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R46_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R47_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R48_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R49_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R50_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R51_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R52_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R53_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R54_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R55_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R56_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R57_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R58_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R59_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R60_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R61_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R62_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R63_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R64_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R65_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R66_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R67_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R68_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R69_R1""",NA
"2018-10-30_PC3_WT-TG",1273.03,"""R70_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R2_R1""",0.8
"2018-10-30_PC3_WT-TG",1278.03,"""R3_R1""",0.91
"2018-10-30_PC3_WT-TG",1278.03,"""R4_R1""",0.76
"2018-10-30_PC3_WT-TG",1278.03,"""R5_R1""",0.78
"2018-10-30_PC3_WT-TG",1278.03,"""R6_R1""",1.45
"2018-10-30_PC3_WT-TG",1278.03,"""R7_R1""",1.36
"2018-10-30_PC3_WT-TG",1278.03,"""R8_R1""",1.62
"2018-10-30_PC3_WT-TG",1278.03,"""R9_R1""",0.94
"2018-10-30_PC3_WT-TG",1278.03,"""R10_R1""",0.57
"2018-10-30_PC3_WT-TG",1278.03,"""R11_R1""",1.18
"2018-10-30_PC3_WT-TG",1278.03,"""R12_R1""",1.49
"2018-10-30_PC3_WT-TG",1278.03,"""R13_R1""",1.24
"2018-10-30_PC3_WT-TG",1278.03,"""R14_R1""",1.15
"2018-10-30_PC3_WT-TG",1278.03,"""R15_R1""",1.31
"2018-10-30_PC3_WT-TG",1278.03,"""R16_R1""",0.78
"2018-10-30_PC3_WT-TG",1278.03,"""R17_R1""",0.76
"2018-10-30_PC3_WT-TG",1278.03,"""R18_R1""",0.97
"2018-10-30_PC3_WT-TG",1278.03,"""R19_R1""",0.98
"2018-10-30_PC3_WT-TG",1278.03,"""R20_R1""",1.16
"2018-10-30_PC3_WT-TG",1278.03,"""R21_R1""",0.96
"2018-10-30_PC3_WT-TG",1278.03,"""R22_R1""",1.05
"2018-10-30_PC3_WT-TG",1278.03,"""R23_R1""",1.07
"2018-10-30_PC3_WT-TG",1278.03,"""R24_R1""",1.19
"2018-10-30_PC3_WT-TG",1278.03,"""R25_R1""",1.09
"2018-10-30_PC3_WT-TG",1278.03,"""R26_R1""",1.09
"2018-10-30_PC3_WT-TG",1278.03,"""R27_R1""",0.95
"2018-10-30_PC3_WT-TG",1278.03,"""R28_R1""",1.18
"2018-10-30_PC3_WT-TG",1278.03,"""R29_R1""",0.75
"2018-10-30_PC3_WT-TG",1278.03,"""R30_R1""",3.26
"2018-10-30_PC3_WT-TG",1278.03,"""R31_R1""",2.19
"2018-10-30_PC3_WT-TG",1278.03,"""R32_R1""",1.5
"2018-10-30_PC3_WT-TG",1278.03,"""R33_R1""",2.44
"2018-10-30_PC3_WT-TG",1278.03,"""R34_R1""",0.97
"2018-10-30_PC3_WT-TG",1278.03,"""R35_R1""",0.97
"2018-10-30_PC3_WT-TG",1278.03,"""R36_R1""",1.05
"2018-10-30_PC3_WT-TG",1278.03,"""R37_R1""",1.75
"2018-10-30_PC3_WT-TG",1278.03,"""R38_R1""",1.06
"2018-10-30_PC3_WT-TG",1278.03,"""R39_R1""",1.07
"2018-10-30_PC3_WT-TG",1278.03,"""R40_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R41_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R42_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R43_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R44_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R45_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R46_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R47_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R48_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R49_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R50_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R51_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R52_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R53_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R54_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R55_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R56_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R57_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R58_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R59_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R60_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R61_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R62_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R63_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R64_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R65_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R66_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R67_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R68_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R69_R1""",NA
"2018-10-30_PC3_WT-TG",1278.03,"""R70_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R2_R1""",0.82
"2018-10-30_PC3_WT-TG",1283.03,"""R3_R1""",0.95
"2018-10-30_PC3_WT-TG",1283.03,"""R4_R1""",0.76
"2018-10-30_PC3_WT-TG",1283.03,"""R5_R1""",0.78
"2018-10-30_PC3_WT-TG",1283.03,"""R6_R1""",1.41
"2018-10-30_PC3_WT-TG",1283.03,"""R7_R1""",1.66
"2018-10-30_PC3_WT-TG",1283.03,"""R8_R1""",1.36
"2018-10-30_PC3_WT-TG",1283.03,"""R9_R1""",1.27
"2018-10-30_PC3_WT-TG",1283.03,"""R10_R1""",0.58
"2018-10-30_PC3_WT-TG",1283.03,"""R11_R1""",1.19
"2018-10-30_PC3_WT-TG",1283.03,"""R12_R1""",1.79
"2018-10-30_PC3_WT-TG",1283.03,"""R13_R1""",1.2
"2018-10-30_PC3_WT-TG",1283.03,"""R14_R1""",1.18
"2018-10-30_PC3_WT-TG",1283.03,"""R15_R1""",1.39
"2018-10-30_PC3_WT-TG",1283.03,"""R16_R1""",0.78
"2018-10-30_PC3_WT-TG",1283.03,"""R17_R1""",0.77
"2018-10-30_PC3_WT-TG",1283.03,"""R18_R1""",1.47
"2018-10-30_PC3_WT-TG",1283.03,"""R19_R1""",1.02
"2018-10-30_PC3_WT-TG",1283.03,"""R20_R1""",1.47
"2018-10-30_PC3_WT-TG",1283.03,"""R21_R1""",0.97
"2018-10-30_PC3_WT-TG",1283.03,"""R22_R1""",1.37
"2018-10-30_PC3_WT-TG",1283.03,"""R23_R1""",1.11
"2018-10-30_PC3_WT-TG",1283.03,"""R24_R1""",1.24
"2018-10-30_PC3_WT-TG",1283.03,"""R25_R1""",1.13
"2018-10-30_PC3_WT-TG",1283.03,"""R26_R1""",1.34
"2018-10-30_PC3_WT-TG",1283.03,"""R27_R1""",1.05
"2018-10-30_PC3_WT-TG",1283.03,"""R28_R1""",0.95
"2018-10-30_PC3_WT-TG",1283.03,"""R29_R1""",0.82
"2018-10-30_PC3_WT-TG",1283.03,"""R30_R1""",3.09
"2018-10-30_PC3_WT-TG",1283.03,"""R31_R1""",2.5
"2018-10-30_PC3_WT-TG",1283.03,"""R32_R1""",1.73
"2018-10-30_PC3_WT-TG",1283.03,"""R33_R1""",2.26
"2018-10-30_PC3_WT-TG",1283.03,"""R34_R1""",1.03
"2018-10-30_PC3_WT-TG",1283.03,"""R35_R1""",1.15
"2018-10-30_PC3_WT-TG",1283.03,"""R36_R1""",1.18
"2018-10-30_PC3_WT-TG",1283.03,"""R37_R1""",1.67
"2018-10-30_PC3_WT-TG",1283.03,"""R38_R1""",1.36
"2018-10-30_PC3_WT-TG",1283.03,"""R39_R1""",1.47
"2018-10-30_PC3_WT-TG",1283.03,"""R40_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R41_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R42_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R43_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R44_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R45_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R46_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R47_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R48_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R49_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R50_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R51_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R52_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R53_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R54_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R55_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R56_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R57_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R58_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R59_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R60_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R61_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R62_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R63_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R64_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R65_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R66_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R67_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R68_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R69_R1""",NA
"2018-10-30_PC3_WT-TG",1283.03,"""R70_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R2_R1""",0.81
"2018-10-30_PC3_WT-TG",1288.03,"""R3_R1""",0.9
"2018-10-30_PC3_WT-TG",1288.03,"""R4_R1""",0.74
"2018-10-30_PC3_WT-TG",1288.03,"""R5_R1""",0.75
"2018-10-30_PC3_WT-TG",1288.03,"""R6_R1""",1.37
"2018-10-30_PC3_WT-TG",1288.03,"""R7_R1""",1.49
"2018-10-30_PC3_WT-TG",1288.03,"""R8_R1""",1.36
"2018-10-30_PC3_WT-TG",1288.03,"""R9_R1""",1
"2018-10-30_PC3_WT-TG",1288.03,"""R10_R1""",0.58
"2018-10-30_PC3_WT-TG",1288.03,"""R11_R1""",1.19
"2018-10-30_PC3_WT-TG",1288.03,"""R12_R1""",1.09
"2018-10-30_PC3_WT-TG",1288.03,"""R13_R1""",1.01
"2018-10-30_PC3_WT-TG",1288.03,"""R14_R1""",1.14
"2018-10-30_PC3_WT-TG",1288.03,"""R15_R1""",1.28
"2018-10-30_PC3_WT-TG",1288.03,"""R16_R1""",0.77
"2018-10-30_PC3_WT-TG",1288.03,"""R17_R1""",0.76
"2018-10-30_PC3_WT-TG",1288.03,"""R18_R1""",0.81
"2018-10-30_PC3_WT-TG",1288.03,"""R19_R1""",0.97
"2018-10-30_PC3_WT-TG",1288.03,"""R20_R1""",1.14
"2018-10-30_PC3_WT-TG",1288.03,"""R21_R1""",0.94
"2018-10-30_PC3_WT-TG",1288.03,"""R22_R1""",1.06
"2018-10-30_PC3_WT-TG",1288.03,"""R23_R1""",1.08
"2018-10-30_PC3_WT-TG",1288.03,"""R24_R1""",1.13
"2018-10-30_PC3_WT-TG",1288.03,"""R25_R1""",1.1
"2018-10-30_PC3_WT-TG",1288.03,"""R26_R1""",1.13
"2018-10-30_PC3_WT-TG",1288.03,"""R27_R1""",0.97
"2018-10-30_PC3_WT-TG",1288.03,"""R28_R1""",0.82
"2018-10-30_PC3_WT-TG",1288.03,"""R29_R1""",0.68
"2018-10-30_PC3_WT-TG",1288.03,"""R30_R1""",3.07
"2018-10-30_PC3_WT-TG",1288.03,"""R31_R1""",2.06
"2018-10-30_PC3_WT-TG",1288.03,"""R32_R1""",1.58
"2018-10-30_PC3_WT-TG",1288.03,"""R33_R1""",2.63
"2018-10-30_PC3_WT-TG",1288.03,"""R34_R1""",1.05
"2018-10-30_PC3_WT-TG",1288.03,"""R35_R1""",0.96
"2018-10-30_PC3_WT-TG",1288.03,"""R36_R1""",1.06
"2018-10-30_PC3_WT-TG",1288.03,"""R37_R1""",1.54
"2018-10-30_PC3_WT-TG",1288.03,"""R38_R1""",1.14
"2018-10-30_PC3_WT-TG",1288.03,"""R39_R1""",1.05
"2018-10-30_PC3_WT-TG",1288.03,"""R40_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R41_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R42_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R43_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R44_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R45_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R46_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R47_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R48_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R49_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R50_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R51_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R52_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R53_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R54_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R55_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R56_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R57_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R58_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R59_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R60_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R61_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R62_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R63_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R64_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R65_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R66_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R67_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R68_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R69_R1""",NA
"2018-10-30_PC3_WT-TG",1288.03,"""R70_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R2_R1""",0.81
"2018-10-30_PC3_WT-TG",1293.03,"""R3_R1""",0.91
"2018-10-30_PC3_WT-TG",1293.03,"""R4_R1""",0.74
"2018-10-30_PC3_WT-TG",1293.03,"""R5_R1""",0.76
"2018-10-30_PC3_WT-TG",1293.03,"""R6_R1""",1.5
"2018-10-30_PC3_WT-TG",1293.03,"""R7_R1""",1.23
"2018-10-30_PC3_WT-TG",1293.03,"""R8_R1""",1.27
"2018-10-30_PC3_WT-TG",1293.03,"""R9_R1""",0.98
"2018-10-30_PC3_WT-TG",1293.03,"""R10_R1""",0.59
"2018-10-30_PC3_WT-TG",1293.03,"""R11_R1""",1.17
"2018-10-30_PC3_WT-TG",1293.03,"""R12_R1""",1.11
"2018-10-30_PC3_WT-TG",1293.03,"""R13_R1""",1.04
"2018-10-30_PC3_WT-TG",1293.03,"""R14_R1""",1.15
"2018-10-30_PC3_WT-TG",1293.03,"""R15_R1""",1.26
"2018-10-30_PC3_WT-TG",1293.03,"""R16_R1""",0.77
"2018-10-30_PC3_WT-TG",1293.03,"""R17_R1""",0.74
"2018-10-30_PC3_WT-TG",1293.03,"""R18_R1""",0.93
"2018-10-30_PC3_WT-TG",1293.03,"""R19_R1""",0.98
"2018-10-30_PC3_WT-TG",1293.03,"""R20_R1""",1.11
"2018-10-30_PC3_WT-TG",1293.03,"""R21_R1""",0.83
"2018-10-30_PC3_WT-TG",1293.03,"""R22_R1""",1.04
"2018-10-30_PC3_WT-TG",1293.03,"""R23_R1""",1.06
"2018-10-30_PC3_WT-TG",1293.03,"""R24_R1""",1.14
"2018-10-30_PC3_WT-TG",1293.03,"""R25_R1""",1.1
"2018-10-30_PC3_WT-TG",1293.03,"""R26_R1""",1.11
"2018-10-30_PC3_WT-TG",1293.03,"""R27_R1""",1
"2018-10-30_PC3_WT-TG",1293.03,"""R28_R1""",0.85
"2018-10-30_PC3_WT-TG",1293.03,"""R29_R1""",0.71
"2018-10-30_PC3_WT-TG",1293.03,"""R30_R1""",2.64
"2018-10-30_PC3_WT-TG",1293.03,"""R31_R1""",2
"2018-10-30_PC3_WT-TG",1293.03,"""R32_R1""",1.59
"2018-10-30_PC3_WT-TG",1293.03,"""R33_R1""",2.24
"2018-10-30_PC3_WT-TG",1293.03,"""R34_R1""",0.95
"2018-10-30_PC3_WT-TG",1293.03,"""R35_R1""",0.91
"2018-10-30_PC3_WT-TG",1293.03,"""R36_R1""",1.01
"2018-10-30_PC3_WT-TG",1293.03,"""R37_R1""",1.38
"2018-10-30_PC3_WT-TG",1293.03,"""R38_R1""",1.04
"2018-10-30_PC3_WT-TG",1293.03,"""R39_R1""",1.15
"2018-10-30_PC3_WT-TG",1293.03,"""R40_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R41_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R42_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R43_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R44_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R45_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R46_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R47_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R48_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R49_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R50_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R51_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R52_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R53_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R54_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R55_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R56_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R57_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R58_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R59_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R60_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R61_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R62_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R63_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R64_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R65_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R66_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R67_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R68_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R69_R1""",NA
"2018-10-30_PC3_WT-TG",1293.03,"""R70_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R2_R1""",0.81
"2018-10-30_PC3_WT-TG",1298.03,"""R3_R1""",0.87
"2018-10-30_PC3_WT-TG",1298.03,"""R4_R1""",0.71
"2018-10-30_PC3_WT-TG",1298.03,"""R5_R1""",0.73
"2018-10-30_PC3_WT-TG",1298.03,"""R6_R1""",1.33
"2018-10-30_PC3_WT-TG",1298.03,"""R7_R1""",1.1
"2018-10-30_PC3_WT-TG",1298.03,"""R8_R1""",1.1
"2018-10-30_PC3_WT-TG",1298.03,"""R9_R1""",0.97
"2018-10-30_PC3_WT-TG",1298.03,"""R10_R1""",0.58
"2018-10-30_PC3_WT-TG",1298.03,"""R11_R1""",1.13
"2018-10-30_PC3_WT-TG",1298.03,"""R12_R1""",0.93
"2018-10-30_PC3_WT-TG",1298.03,"""R13_R1""",0.86
"2018-10-30_PC3_WT-TG",1298.03,"""R14_R1""",1.11
"2018-10-30_PC3_WT-TG",1298.03,"""R15_R1""",1.18
"2018-10-30_PC3_WT-TG",1298.03,"""R16_R1""",0.74
"2018-10-30_PC3_WT-TG",1298.03,"""R17_R1""",0.72
"2018-10-30_PC3_WT-TG",1298.03,"""R18_R1""",0.79
"2018-10-30_PC3_WT-TG",1298.03,"""R19_R1""",0.94
"2018-10-30_PC3_WT-TG",1298.03,"""R20_R1""",1.08
"2018-10-30_PC3_WT-TG",1298.03,"""R21_R1""",0.74
"2018-10-30_PC3_WT-TG",1298.03,"""R22_R1""",1.04
"2018-10-30_PC3_WT-TG",1298.03,"""R23_R1""",1.04
"2018-10-30_PC3_WT-TG",1298.03,"""R24_R1""",1.13
"2018-10-30_PC3_WT-TG",1298.03,"""R25_R1""",1.1
"2018-10-30_PC3_WT-TG",1298.03,"""R26_R1""",1.08
"2018-10-30_PC3_WT-TG",1298.03,"""R27_R1""",0.95
"2018-10-30_PC3_WT-TG",1298.03,"""R28_R1""",0.71
"2018-10-30_PC3_WT-TG",1298.03,"""R29_R1""",0.61
"2018-10-30_PC3_WT-TG",1298.03,"""R30_R1""",2.75
"2018-10-30_PC3_WT-TG",1298.03,"""R31_R1""",2
"2018-10-30_PC3_WT-TG",1298.03,"""R32_R1""",1.72
"2018-10-30_PC3_WT-TG",1298.03,"""R33_R1""",2.06
"2018-10-30_PC3_WT-TG",1298.03,"""R34_R1""",0.87
"2018-10-30_PC3_WT-TG",1298.03,"""R35_R1""",0.83
"2018-10-30_PC3_WT-TG",1298.03,"""R36_R1""",1.04
"2018-10-30_PC3_WT-TG",1298.03,"""R37_R1""",1.14
"2018-10-30_PC3_WT-TG",1298.03,"""R38_R1""",0.98
"2018-10-30_PC3_WT-TG",1298.03,"""R39_R1""",0.91
"2018-10-30_PC3_WT-TG",1298.03,"""R40_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R41_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R42_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R43_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R44_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R45_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R46_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R47_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R48_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R49_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R50_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R51_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R52_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R53_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R54_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R55_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R56_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R57_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R58_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R59_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R60_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R61_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R62_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R63_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R64_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R65_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R66_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R67_R1""",NA
"2018-10-30_PC3_WT-TG",1298.03,"""R68_R1""",NA
